REGION,FUEL,TIMESLICE,YEAR,VALUE
REGION1,BEHW,S03B1,2042,0.104452055
REGION1,BEHW,S03B1,2043,0.104452055
REGION1,BEHW,S03B1,2044,0.104452055
REGION1,BEHW,S03B1,2045,0.104452055
REGION1,BEHW,S03B1,2046,0.104452055
REGION1,BEHW,S03B1,2047,0.104452055
REGION1,BEHW,S03B1,2048,0.104452055
REGION1,BEHW,S03B1,2049,0.104452055
REGION1,BEHW,S03B1,2050,0.104452055
REGION1,BEHW,S03B1,2051,0.104452055
REGION1,BEHW,S03B1,2052,0.104452055
REGION1,BEHW,S03B1,2053,0.104452055
REGION1,BEHW,S03B1,2054,0.104452055
REGION1,BEHW,S03B1,2055,0.104452055
REGION1,BEHW,S03B1,2056,0.104452055
REGION1,BEHW,S03B1,2057,0.104452055
REGION1,BEHW,S03B1,2058,0.104452055
REGION1,BEHW,S03B1,2059,0.104452055
REGION1,BEHW,S03B1,2060,0.104452055
REGION1,BEHW,S03B2,2015,0.334246575
REGION1,BEHW,S03B2,2016,0.334246575
REGION1,BEHW,S03B2,2017,0.334246575
REGION1,BEHW,S03B2,2018,0.334246575
REGION1,BEHW,S03B2,2019,0.334246575
REGION1,BEHW,S03B2,2020,0.334246575
REGION1,BEHW,S03B2,2021,0.334246575
REGION1,BEHW,S03B2,2022,0.334246575
REGION1,BEHW,S03B2,2023,0.334246575
REGION1,BEHW,S03B2,2024,0.334246575
REGION1,BEHW,S03B2,2025,0.334246575
REGION1,BEHW,S03B2,2026,0.334246575
REGION1,BEHW,S03B2,2027,0.334246575
REGION1,BEHW,S03B2,2028,0.334246575
REGION1,BEHW,S03B2,2029,0.334246575
REGION1,BEHW,S03B2,2030,0.334246575
REGION1,BEHW,S03B2,2031,0.334246575
REGION1,BEHW,S03B2,2032,0.334246575
REGION1,BEHW,S03B2,2033,0.334246575
REGION1,BEHW,S03B2,2034,0.334246575
REGION1,BEHW,S03B2,2035,0.334246575
REGION1,BEHW,S03B2,2036,0.334246575
REGION1,BEHW,S03B2,2037,0.334246575
REGION1,BEHW,S03B2,2038,0.334246575
REGION1,BEHW,S03B2,2039,0.334246575
REGION1,BEHW,S03B2,2040,0.334246575
REGION1,BEHW,S03B2,2041,0.334246575
REGION1,BEHW,S03B2,2042,0.334246575
REGION1,BEHW,S03B2,2043,0.334246575
REGION1,BEHW,S03B2,2044,0.334246575
REGION1,BEHW,S03B2,2045,0.334246575
REGION1,BEHW,S03B2,2046,0.334246575
REGION1,BEHW,S03B2,2047,0.334246575
REGION1,BEHW,S03B2,2048,0.334246575
REGION1,BEHW,S03B2,2049,0.334246575
REGION1,BEHW,S03B2,2050,0.334246575
REGION1,BEHW,S03B2,2051,0.334246575
REGION1,BEHW,S03B2,2052,0.334246575
REGION1,BEHW,S03B2,2053,0.334246575
REGION1,BEHW,S03B2,2054,0.334246575
REGION1,BEHW,S03B2,2055,0.334246575
REGION1,BEHW,S03B2,2056,0.334246575
REGION1,BEHW,S03B2,2057,0.334246575
REGION1,BEHW,S03B2,2058,0.334246575
REGION1,BEHW,S03B2,2059,0.334246575
REGION1,BEHW,S03B2,2060,0.334246575
REGION1,BEHW,S03B3,2015,0.062671233
REGION1,BEHW,S03B3,2016,0.062671233
REGION1,BEHW,S03B3,2017,0.062671233
REGION1,BEHW,S03B3,2018,0.062671233
REGION1,BEHW,S03B3,2019,0.062671233
REGION1,BEHW,S03B3,2020,0.062671233
REGION1,BEHW,S03B3,2021,0.062671233
REGION1,BEHW,S03B3,2022,0.062671233
REGION1,BEHW,S03B3,2023,0.062671233
REGION1,BEHW,S03B3,2024,0.062671233
REGION1,BEHW,S03B3,2025,0.062671233
REGION1,BEHW,S03B3,2026,0.062671233
REGION1,BEHW,S03B3,2027,0.062671233
REGION1,BEHW,S03B3,2028,0.062671233
REGION1,BEHW,S03B3,2029,0.062671233
REGION1,BEHW,S03B3,2030,0.062671233
REGION1,BEHW,S03B3,2031,0.062671233
REGION1,BEHW,S03B3,2032,0.062671233
REGION1,BEHW,S03B3,2033,0.062671233
REGION1,BEHW,S03B3,2034,0.062671233
REGION1,BEHW,S03B3,2035,0.062671233
REGION1,BEHW,S03B3,2036,0.062671233
REGION1,BEHW,S03B3,2037,0.062671233
REGION1,BEHW,S03B3,2038,0.062671233
REGION1,BEHW,S03B3,2039,0.062671233
REGION1,BEHW,S03B3,2040,0.062671233
REGION1,BEHW,S03B3,2041,0.062671233
REGION1,BEHW,S03B3,2042,0.062671233
REGION1,BEHW,S03B3,2043,0.062671233
REGION1,BEHW,S03B3,2044,0.062671233
REGION1,BEHW,S03B3,2045,0.062671233
REGION1,BEHW,S03B3,2046,0.062671233
REGION1,BEHW,S03B3,2047,0.062671233
REGION1,BEHW,S03B3,2048,0.062671233
REGION1,BEHW,S03B3,2049,0.062671233
REGION1,BEHW,S03B3,2050,0.062671233
REGION1,BEHW,S03B3,2051,0.062671233
REGION1,BEHW,S03B3,2052,0.062671233
REGION1,BEHW,S03B3,2053,0.062671233
REGION1,BEHW,S03B3,2054,0.062671233
REGION1,BEHW,S03B3,2055,0.062671233
REGION1,BEHW,S03B3,2056,0.062671233
REGION1,BEHW,S03B3,2057,0.062671233
REGION1,BEHW,S03B3,2058,0.062671233
REGION1,BEHW,S03B3,2059,0.062671233
REGION1,BEHW,S03B3,2060,0.062671233
REGION1,BEHW,S04B1,2015,0.028082192
REGION1,BEHW,S04B1,2016,0.028082192
REGION1,BEHW,S04B1,2017,0.028082192
REGION1,BEHW,S04B1,2018,0.028082192
REGION1,BEHW,S04B1,2019,0.028082192
REGION1,BEHW,S04B1,2020,0.028082192
REGION1,BEHW,S04B1,2021,0.028082192
REGION1,BEHW,S04B1,2022,0.028082192
REGION1,BEHW,S04B1,2023,0.028082192
REGION1,BEHW,S04B1,2024,0.028082192
REGION1,BEHW,S04B1,2025,0.028082192
REGION1,BEHW,S04B1,2026,0.028082192
REGION1,BEHW,S04B1,2027,0.028082192
REGION1,BEHW,S04B1,2028,0.028082192
REGION1,BEHW,S04B1,2029,0.028082192
REGION1,BEHW,S04B1,2030,0.028082192
REGION1,BEHW,S04B1,2031,0.028082192
REGION1,BEHW,S04B1,2032,0.028082192
REGION1,BEHW,S04B1,2033,0.028082192
REGION1,BEHW,S04B1,2034,0.028082192
REGION1,BEHW,S04B1,2035,0.028082192
REGION1,BEHW,S04B1,2036,0.028082192
REGION1,BEHW,S04B1,2037,0.028082192
REGION1,BEHW,S04B1,2038,0.028082192
REGION1,BEHW,S04B1,2039,0.028082192
REGION1,BEHW,S04B1,2040,0.028082192
REGION1,BEHW,S04B1,2041,0.028082192
REGION1,BEHW,S04B1,2042,0.028082192
REGION1,BEHW,S04B1,2043,0.028082192
REGION1,BEHW,S04B1,2044,0.028082192
REGION1,BEHW,S04B1,2045,0.028082192
REGION1,BEHW,S04B1,2046,0.028082192
REGION1,BEHW,S04B1,2047,0.028082192
REGION1,BEHW,S04B1,2048,0.028082192
REGION1,BEHW,S04B1,2049,0.028082192
REGION1,BEHW,S04B1,2050,0.028082192
REGION1,BEHW,S04B1,2051,0.028082192
REGION1,BEHW,S04B1,2052,0.028082192
REGION1,BEHW,S04B1,2053,0.028082192
REGION1,BEHW,S04B1,2054,0.028082192
REGION1,BEHW,S04B1,2055,0.028082192
REGION1,BEHW,S04B1,2056,0.028082192
REGION1,BEHW,S04B1,2057,0.028082192
REGION1,BEHW,S04B1,2058,0.028082192
REGION1,BEHW,S04B1,2059,0.028082192
REGION1,BEHW,S04B1,2060,0.028082192
REGION1,BEHW,S04B2,2015,0.070205479
REGION1,BEHW,S04B2,2016,0.070205479
REGION1,BEHW,S04B2,2017,0.070205479
REGION1,BEHW,S04B2,2018,0.070205479
REGION1,BEHW,S04B2,2019,0.070205479
REGION1,BEHW,S04B2,2020,0.070205479
REGION1,BEHW,S04B2,2021,0.070205479
REGION1,BEHW,S04B2,2022,0.070205479
REGION1,BEHW,S04B2,2023,0.070205479
REGION1,BEHW,S04B2,2024,0.070205479
REGION1,BEHW,S04B2,2025,0.070205479
REGION1,BEHW,S04B2,2026,0.070205479
REGION1,BEHW,S04B2,2027,0.070205479
REGION1,BEHW,S04B2,2028,0.070205479
REGION1,BEHW,S04B2,2029,0.070205479
REGION1,BEHW,S04B2,2030,0.070205479
REGION1,BEHW,S04B2,2031,0.070205479
REGION1,BEHW,S04B2,2032,0.070205479
REGION1,BEHW,S04B2,2033,0.070205479
REGION1,BEHW,S04B2,2034,0.070205479
REGION1,BEHW,S04B2,2035,0.070205479
REGION1,BEHW,S04B2,2036,0.070205479
REGION1,BEHW,S04B2,2037,0.070205479
REGION1,BEHW,S04B2,2038,0.070205479
REGION1,BEHW,S04B2,2039,0.070205479
REGION1,BEHW,S04B2,2040,0.070205479
REGION1,BEHW,S04B2,2041,0.070205479
REGION1,BEHW,S04B2,2042,0.070205479
REGION1,BEHW,S04B2,2043,0.070205479
REGION1,BEHW,S04B2,2044,0.070205479
REGION1,BEHW,S04B2,2045,0.070205479
REGION1,BEHW,S04B2,2046,0.070205479
REGION1,BEHW,S04B2,2047,0.070205479
REGION1,BEHW,S04B2,2048,0.070205479
REGION1,BEHW,S04B2,2049,0.070205479
REGION1,BEHW,S04B2,2050,0.070205479
REGION1,BEHW,S04B2,2051,0.070205479
REGION1,BEHW,S04B2,2052,0.070205479
REGION1,BEHW,S04B2,2053,0.070205479
REGION1,BEHW,S04B2,2054,0.070205479
REGION1,BEHW,S04B2,2055,0.070205479
REGION1,BEHW,S04B2,2056,0.070205479
REGION1,BEHW,S04B2,2057,0.070205479
REGION1,BEHW,S04B2,2058,0.070205479
REGION1,BEHW,S04B2,2059,0.070205479
REGION1,BEHW,S04B2,2060,0.070205479
REGION1,BEHW,S04B3,2015,0.014041096
REGION1,BEHW,S04B3,2016,0.014041096
REGION1,BEHW,S04B3,2017,0.014041096
REGION1,BEHW,S04B3,2018,0.014041096
REGION1,BEHW,S04B3,2019,0.014041096
REGION1,BEHW,S04B3,2020,0.014041096
REGION1,BEHW,S04B3,2021,0.014041096
REGION1,BEHW,S04B3,2022,0.014041096
REGION1,BEHW,S04B3,2023,0.014041096
REGION1,BEHW,S04B3,2024,0.014041096
REGION1,BEHW,S04B3,2025,0.014041096
REGION1,BEHW,S04B3,2026,0.014041096
REGION1,BEHW,S04B3,2027,0.014041096
REGION1,BEHW,S04B3,2028,0.014041096
REGION1,BEHW,S04B3,2029,0.014041096
REGION1,BEHW,S04B3,2030,0.014041096
REGION1,BEHW,S04B3,2031,0.014041096
REGION1,BEHW,S04B3,2032,0.014041096
REGION1,BEHW,S04B3,2033,0.014041096
REGION1,BEHW,S04B3,2034,0.014041096
REGION1,BEHW,S04B3,2035,0.014041096
REGION1,BEHW,S04B3,2036,0.014041096
REGION1,BEHW,S04B3,2037,0.014041096
REGION1,BEHW,S04B3,2038,0.014041096
REGION1,BEHW,S04B3,2039,0.014041096
REGION1,BEHW,S04B3,2040,0.014041096
REGION1,BEHW,S04B3,2041,0.014041096
REGION1,BEHW,S04B3,2042,0.014041096
REGION1,BEHW,S04B3,2043,0.014041096
REGION1,BEHW,S04B3,2044,0.014041096
REGION1,BEHW,S04B3,2045,0.014041096
REGION1,BEHW,S04B3,2046,0.014041096
REGION1,BEHW,S04B3,2047,0.014041096
REGION1,BEHW,S04B3,2048,0.014041096
REGION1,BEHW,S04B3,2049,0.014041096
REGION1,BEHW,S04B3,2050,0.014041096
REGION1,BEHW,S04B3,2051,0.014041096
REGION1,BEHW,S04B3,2052,0.014041096
REGION1,BEHW,S04B3,2053,0.014041096
REGION1,BEHW,S04B3,2054,0.014041096
REGION1,BEHW,S04B3,2055,0.014041096
REGION1,BEHW,S04B3,2056,0.014041096
REGION1,BEHW,S04B3,2057,0.014041096
REGION1,BEHW,S04B3,2058,0.014041096
REGION1,BEHW,S04B3,2059,0.014041096
REGION1,BEHW,S04B3,2060,0.014041096
REGION1,BEHW,S05B1,2015,0.02739726
REGION1,BEHW,S05B1,2016,0.02739726
REGION1,BEHW,S05B1,2017,0.02739726
REGION1,BEHW,S05B1,2018,0.02739726
REGION1,BEHW,S05B1,2019,0.02739726
REGION1,BEHW,S05B1,2020,0.02739726
REGION1,BEHW,S05B1,2021,0.02739726
REGION1,BEHW,S05B1,2022,0.02739726
REGION1,BEHW,S05B1,2023,0.02739726
REGION1,BEHW,S05B1,2024,0.02739726
REGION1,BEHW,S05B1,2025,0.02739726
REGION1,BEHW,S05B1,2026,0.02739726
REGION1,BEHW,S05B1,2027,0.02739726
REGION1,BEHW,S05B1,2028,0.02739726
REGION1,BEHW,S05B1,2029,0.02739726
REGION1,BEHW,S05B1,2030,0.02739726
REGION1,BEHW,S05B1,2031,0.02739726
REGION1,BEHW,S05B1,2032,0.02739726
REGION1,BEHW,S05B1,2033,0.02739726
REGION1,BEHW,S05B1,2034,0.02739726
REGION1,BEHW,S05B1,2035,0.02739726
REGION1,BEHW,S05B1,2036,0.02739726
REGION1,BEHW,S05B1,2037,0.02739726
REGION1,BEHW,S05B1,2038,0.02739726
REGION1,BEHW,S05B1,2039,0.02739726
REGION1,BEHW,S05B1,2040,0.02739726
REGION1,BEHW,S05B1,2041,0.02739726
REGION1,BEHW,S05B1,2042,0.02739726
REGION1,BEHW,S05B1,2043,0.02739726
REGION1,BEHW,S05B1,2044,0.02739726
REGION1,BEHW,S05B1,2045,0.02739726
REGION1,BEHW,S05B1,2046,0.02739726
REGION1,BEHW,S05B1,2047,0.02739726
REGION1,BEHW,S05B1,2048,0.02739726
REGION1,BEHW,S05B1,2049,0.02739726
REGION1,BEHW,S05B1,2050,0.02739726
REGION1,BEHW,S05B1,2051,0.02739726
REGION1,BEHW,S05B1,2052,0.02739726
REGION1,BEHW,S05B1,2053,0.02739726
REGION1,BEHW,S05B1,2054,0.02739726
REGION1,BEHW,S05B1,2055,0.02739726
REGION1,BEHW,S05B1,2056,0.02739726
REGION1,BEHW,S05B1,2057,0.02739726
REGION1,BEHW,S05B1,2058,0.02739726
REGION1,BEHW,S05B1,2059,0.02739726
REGION1,BEHW,S05B1,2060,0.02739726
REGION1,BEHW,S05B2,2015,0.068493151
REGION1,BEHW,S05B2,2016,0.068493151
REGION1,BEHW,S05B2,2017,0.068493151
REGION1,BEHW,S05B2,2018,0.068493151
REGION1,BEHW,S05B2,2019,0.068493151
REGION1,BEHW,S05B2,2020,0.068493151
REGION1,BEHW,S05B2,2021,0.068493151
REGION1,BEHW,S05B2,2022,0.068493151
REGION1,BEHW,S05B2,2023,0.068493151
REGION1,BEHW,S05B2,2024,0.068493151
REGION1,BEHW,S05B2,2025,0.068493151
REGION1,BEHW,S05B2,2026,0.068493151
REGION1,BEHW,S05B2,2027,0.068493151
REGION1,BEHW,S05B2,2028,0.068493151
REGION1,BEHW,S05B2,2029,0.068493151
REGION1,BEHW,S05B2,2030,0.068493151
REGION1,BEHW,S05B2,2031,0.068493151
REGION1,BEHW,S05B2,2032,0.068493151
REGION1,BEHW,S05B2,2033,0.068493151
REGION1,BEHW,S05B2,2034,0.068493151
REGION1,BEHW,S05B2,2035,0.068493151
REGION1,BEHW,S05B2,2036,0.068493151
REGION1,BEHW,S05B2,2037,0.068493151
REGION1,BEHW,S05B2,2038,0.068493151
REGION1,BEHW,S05B2,2039,0.068493151
REGION1,BEHW,S05B2,2040,0.068493151
REGION1,BEHW,S05B2,2041,0.068493151
REGION1,BEHW,S05B2,2042,0.068493151
REGION1,BEHW,S05B2,2043,0.068493151
REGION1,BEHW,S05B2,2044,0.068493151
REGION1,BEHW,S05B2,2045,0.068493151
REGION1,BEHW,S05B2,2046,0.068493151
REGION1,BEHW,S05B2,2047,0.068493151
REGION1,BEHW,S05B2,2048,0.068493151
REGION1,BEHW,S05B2,2049,0.068493151
REGION1,BEHW,S05B2,2050,0.068493151
REGION1,BEHW,S05B2,2051,0.068493151
REGION1,BEHW,S05B2,2052,0.068493151
REGION1,BEHW,S05B2,2053,0.068493151
REGION1,BEHW,S05B2,2054,0.068493151
REGION1,BEHW,S05B2,2055,0.068493151
REGION1,BEHW,S05B2,2056,0.068493151
REGION1,BEHW,S05B2,2057,0.068493151
REGION1,BEHW,S05B2,2058,0.068493151
REGION1,BEHW,S05B2,2059,0.068493151
REGION1,BEHW,S05B2,2060,0.068493151
REGION1,BEHW,S05B3,2015,0.01369863
REGION1,BEHW,S05B3,2016,0.01369863
REGION1,BEHW,S05B3,2017,0.01369863
REGION1,BEHW,S05B3,2018,0.01369863
REGION1,BEHW,S05B3,2019,0.01369863
REGION1,BEHW,S05B3,2020,0.01369863
REGION1,BEHW,S05B3,2021,0.01369863
REGION1,BEHW,S05B3,2022,0.01369863
REGION1,BEHW,S05B3,2023,0.01369863
REGION1,BEHW,S05B3,2024,0.01369863
REGION1,BEHW,S05B3,2025,0.01369863
REGION1,BEHW,S05B3,2026,0.01369863
REGION1,BEHW,S05B3,2027,0.01369863
REGION1,BEHW,S05B3,2028,0.01369863
REGION1,BEHW,S05B3,2029,0.01369863
REGION1,BEHW,S05B3,2030,0.01369863
REGION1,BEHW,S05B3,2031,0.01369863
REGION1,BEHW,S05B3,2032,0.01369863
REGION1,BEHW,S05B3,2033,0.01369863
REGION1,BEHW,S05B3,2034,0.01369863
REGION1,BEHW,S05B3,2035,0.01369863
REGION1,BEHW,S05B3,2036,0.01369863
REGION1,BEHW,S05B3,2037,0.01369863
REGION1,BEHW,S05B3,2038,0.01369863
REGION1,BEHW,S05B3,2039,0.01369863
REGION1,BEHW,S05B3,2040,0.01369863
REGION1,BEHW,S05B3,2041,0.01369863
REGION1,BEHW,S05B3,2042,0.01369863
REGION1,BEHW,S05B3,2043,0.01369863
REGION1,BEHW,S05B3,2044,0.01369863
REGION1,BEHW,S05B3,2045,0.01369863
REGION1,BEHW,S05B3,2046,0.01369863
REGION1,BEHW,S05B3,2047,0.01369863
REGION1,BEHW,S05B3,2048,0.01369863
REGION1,BEHW,S05B3,2049,0.01369863
REGION1,BEHW,S05B3,2050,0.01369863
REGION1,BEHW,S05B3,2051,0.01369863
REGION1,BEHW,S05B3,2052,0.01369863
REGION1,BEHW,S05B3,2053,0.01369863
REGION1,BEHW,S05B3,2054,0.01369863
REGION1,BEHW,S05B3,2055,0.01369863
REGION1,BEHW,S05B3,2056,0.01369863
REGION1,BEHW,S05B3,2057,0.01369863
REGION1,BEHW,S05B3,2058,0.01369863
REGION1,BEHW,S05B3,2059,0.01369863
REGION1,BEHW,S05B3,2060,0.01369863
REGION1,BECP,S01B1,2015,0.043835616
REGION1,BECP,S01B1,2016,0.043835616
REGION1,BECP,S01B1,2017,0.043835616
REGION1,BECP,S01B1,2018,0.043835616
REGION1,BECP,S01B1,2019,0.043835616
REGION1,BECP,S01B1,2020,0.043835616
REGION1,BECP,S01B1,2021,0.043835616
REGION1,BECP,S01B1,2022,0.043835616
REGION1,BECP,S01B1,2023,0.043835616
REGION1,BECP,S01B1,2024,0.043835616
REGION1,BECP,S01B1,2025,0.043835616
REGION1,BECP,S01B1,2026,0.043835616
REGION1,BECP,S01B1,2027,0.043835616
REGION1,BECP,S01B1,2028,0.043835616
REGION1,BECP,S01B1,2029,0.043835616
REGION1,BECP,S01B1,2030,0.043835616
REGION1,BECP,S01B1,2031,0.043835616
REGION1,BECP,S01B1,2032,0.043835616
REGION1,BECP,S01B1,2033,0.043835616
REGION1,BECP,S01B1,2034,0.043835616
REGION1,BECP,S01B1,2035,0.043835616
REGION1,BECP,S01B1,2036,0.043835616
REGION1,BECP,S01B1,2037,0.043835616
REGION1,BECP,S01B1,2038,0.043835616
REGION1,BECP,S01B1,2039,0.043835616
REGION1,BECP,S01B1,2040,0.043835616
REGION1,BECP,S01B1,2041,0.043835616
REGION1,BECP,S01B1,2042,0.043835616
REGION1,BECP,S01B1,2043,0.043835616
REGION1,BECP,S01B1,2044,0.043835616
REGION1,BECP,S01B1,2045,0.043835616
REGION1,BECP,S01B1,2046,0.043835616
REGION1,BECP,S01B1,2047,0.043835616
REGION1,BECP,S01B1,2048,0.043835616
REGION1,BECP,S01B1,2049,0.043835616
REGION1,BECP,S01B1,2050,0.043835616
REGION1,BECP,S01B1,2051,0.043835616
REGION1,BECP,S01B1,2052,0.043835616
REGION1,BECP,S01B1,2053,0.043835616
REGION1,BECP,S01B1,2054,0.043835616
REGION1,BECP,S01B1,2055,0.043835616
REGION1,BECP,S01B1,2056,0.043835616
REGION1,BECP,S01B1,2057,0.043835616
REGION1,BECP,S01B1,2058,0.043835616
REGION1,BECP,S01B1,2059,0.043835616
REGION1,BECP,S01B1,2060,0.043835616
REGION1,BECP,S01B2,2015,0.109589041
REGION1,BECP,S01B2,2016,0.109589041
REGION1,BECP,S01B2,2017,0.109589041
REGION1,BECP,S01B2,2018,0.109589041
REGION1,BECP,S01B2,2019,0.109589041
REGION1,BECP,S01B2,2020,0.109589041
REGION1,BECP,S01B2,2021,0.109589041
REGION1,BECP,S01B2,2022,0.109589041
